"Signal","Type","DataType","Deprecated","Unit","Min","Max","Desc","Comment","Allowed","Id"
"Vehicle.Body.Horn.IsActive","actuator","boolean","","","","","Horn active or inactive. True = Active. False = Inactive.","","","ba20deed9314525bb9d552a2b787fb20"
"Vehicle.Body.Raindetection","branch","","","","","","Rainsensor signals","","","f16759f3dcfb5be4832e962da29ebd6c"
"Vehicle.Body.Raindetection.intensity","sensor","uint8","","percent","","","Rain intensity. 0 = Dry, No Rain. 100 = Covered.","","","02828e9e5f7b593fa2160e7b6dbad157"
"Vehicle.Body.Windshield","branch","","","","","","Windshield signals","","","73efba535dcb5032b9edc43406b050b8"
"Vehicle.Body.Windshield.Front","branch","","","","","","Windshield signals","","","8f0c61e4e4f557d98729210fc3c74f72"
"Vehicle.Body.Windshield.Front.Wiping","branch","","","","","","Windshield wiper signals","","","2cffeccdc19a587cbe2264f426c6881a"
"Vehicle.Body.Windshield.Front.Wiping.Status","actuator","string","","","","","Wiper status","","","2d5509513e4b52e0a337ade730166aec"
"Vehicle.Body.Windshield.Front.Heating","branch","","","","","","Windshield heater signals","","","ef705cd881885ebdbef876e8624a403a"
"Vehicle.Body.Windshield.Front.Heating.Status","actuator","boolean","","","","","Windshield heater status. 0 - off, 1 - on","","","3f91b8feb415579c9dc8dc82c12f63a6"
"Vehicle.Body.Windshield.Front.WasherFluid","branch","","","","","","Windshield washer fluid signals","","","2de24016515353289953de5ea81efd3c"
"Vehicle.Body.Windshield.Front.WasherFluid.LevelLow","sensor","boolean","","","","","Low level indication for washer fluid. True = Level Low. False = Level OK.","","","ef1ff301178c5ef2841964b23c340151"
"Vehicle.Body.Windshield.Front.WasherFluid.Level","sensor","uint8","","percent","","","Washer fluid level as a percent. 0 = Empty. 100 = Full.","","","a36dfb91414f5792bd01d193dceff1f4"
"Vehicle.Body.Windshield.Rear","branch","","","","","","Windshield signals","","","095ff58459b854aaa742e56447fe7a93"
"Vehicle.Body.Windshield.Rear.Wiping","branch","","","","","","Windshield wiper signals","","","f56e80a50fd75dbca48581aea4f012b7"
"Vehicle.Body.Windshield.Rear.Wiping.Status","actuator","string","","","","","Wiper status","","","1aca19889d375a699bc3750993777b08"
"Vehicle.Body.Windshield.Rear.Heating","branch","","","","","","Windshield heater signals","","","61af3a08a6895826ae04055c25b30817"
"Vehicle.Body.Windshield.Rear.Heating.Status","actuator","boolean","","","","","Windshield heater status. 0 - off, 1 - on","","","fac9f35307f85e8186cf142f9c2aa643"
"Vehicle.Body.Windshield.Rear.WasherFluid","branch","","","","","","Windshield washer fluid signals","","","1ea4ac2370e1567b9b812c1e3020ddfb"
"Vehicle.Body.Windshield.Rear.WasherFluid.LevelLow","sensor","boolean","","","","","Low level indication for washer fluid. True = Level Low. False = Level OK.","","","caf770b8607851719983831490b3403e"
"Vehicle.Body.Windshield.Rear.WasherFluid.Level","sensor","uint8","","percent","","","Washer fluid level as a percent. 0 = Empty. 100 = Full.","","","c167e5b265895c108da1b9582de2dd91"
"Vehicle.Body.Lights","branch","","","","","","All lights","","","399d1ec14d6f55bb825e078a801bde55"
"Vehicle.Body.Lights.IsHighBeamOn","actuator","boolean","","","","","Is high beam on","","","80a627e5b81356dabe557ff4102f634f"
"Vehicle.Body.Lights.IsLowBeamOn","actuator","boolean","","","","","Is low beam on","","","917d51175b675ad89cf86e07e33b44ec"
"Vehicle.Body.Lights.IsRunningOn","actuator","boolean","","","","","Are running lights on","","","cd28479b1a5c5088a52e8d9cd7f22dcf"
"Vehicle.Body.Lights.IsBackupOn","actuator","boolean","","","","","Is backup (reverse) light on","","","48c0a466b59555f6bf0c01fcf7a3c42c"
"Vehicle.Body.Lights.IsParkingOn","actuator","boolean","","","","","Is parking light on","","","510402bd9355529dbddc2b9724db6957"
"Vehicle.Body.Lights.IsBrakeOn","actuator","boolean","","","","","Is brake light on","","","7b8b136ec8aa59cb8773aa3c455611a4"
"Vehicle.Body.Lights.IsRearFogOn","actuator","boolean","","","","","Is rear fog light on","","","54818024ac4853d49003e8e10bd8f4f6"
"Vehicle.Body.Lights.IsFrontFogOn","actuator","boolean","","","","","Is front fog light on","","","9ad70db68408503a8506d09c7c92a13f"
"Vehicle.Body.Lights.IsHazardOn","actuator","boolean","","","","","Are hazards on","","","148eee65b2de53fab88fc261246d6639"
"Vehicle.Body.Lights.IsLeftIndicatorOn","actuator","boolean","","","","","Is left indicator flashing","","","98c6f3d400d65a6da5fef8e22c16133a"
"Vehicle.Body.Lights.IsRightIndicatorOn","actuator","boolean","","","","","Is right indicator flashing","","","df301b25233e5f20b039bc9304c148d2"
"Vehicle.Body.Mirrors","branch","","","","","","All mirrors","","","a4ea618914885a239ef5fa62c671a800"
"Vehicle.Body.Mirrors.Left","branch","","","","","","All mirrors","","","22609e45a09d58fc85cb77959a686abc"
"Vehicle.Body.Mirrors.Left.Tilt","actuator","int8","","percent","","","Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.","","","698fee82cc115f3cba54825a298b46ab"
"Vehicle.Body.Mirrors.Left.Pan","actuator","int8","","percent","","","Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.","","","9dae4bc33a28531199fce500e0562f82"
"Vehicle.Body.Mirrors.Left.Heating","branch","","","","","","Mirror heater signals","","","7e9eb0fa1976523fa2162d636ec37693"
"Vehicle.Body.Mirrors.Left.Heating.Status","actuator","boolean","","","","","Mirror Heater on or off. True = Heater On. False = Heater Off.","","","d6b66f3c465b5489a327c1a7a678ce62"
"Vehicle.Body.Mirrors.Right","branch","","","","","","All mirrors","","","64291c99f7e752c2b035262c17dc85dd"
"Vehicle.Body.Mirrors.Right.Tilt","actuator","int8","","percent","","","Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.","","","9a28a6ec824c57408881b916a1a0e32b"
"Vehicle.Body.Mirrors.Right.Pan","actuator","int8","","percent","","","Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.","","","26088f96804d5d7e811ba50bfb1113eb"
"Vehicle.Body.Mirrors.Right.Heating","branch","","","","","","Mirror heater signals","","","4399f515de54556085f9f71dfee16dbe"
"Vehicle.Body.Mirrors.Right.Heating.Status","actuator","boolean","","","","","Mirror Heater on or off. True = Heater On. False = Heater Off.","","","3574929e068e5ecb88a90819ad2a9a8d"
"Vehicle.Body.ChargingPort","branch","","","","","","Collects Information about the charging port","","","187537d025a358db843f7e92765ff4b9"
"Vehicle.Body.ChargingPort.Type","attribute","string","","","","","Indicates the primary charging type fitted to the vehicle","","","fffa718e15fb50c285fb33e99116eddc"
"Vehicle.Cabin","branch","","","","","","All in-cabin components, including doors.","","","1a94457b237f5e8eb3c77c0532ac88d7"
"Vehicle.Cabin.RearShade","branch","","","","","","Rear window shade.","","","8a0c86f4fc6f5ea8ac8cf8f327969dcc"
"Vehicle.Cabin.RearShade.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","da9f01e9baf35544842f1a7674c5172a"
"Vehicle.Cabin.RearShade.Position","actuator","uint8","","percent","0","100","Position of window blind. 0 = Fully retracted. 100 = Fully deployed.","","","9e16fc53f2ec575dbf66c79f969949a9"
"Vehicle.Cabin.HVAC","branch","","","","","","Climate control","","","f8ff34337cdf568e91ab406a365c3249"
"Vehicle.Cabin.HVAC.Station","branch","","","","","","HVAC for single station in the vehicle","","","253e683e6f135b83b6302a30b6c0ec8d"
"Vehicle.Cabin.HVAC.Station.Row1","branch","","","","","","HVAC for single station in the vehicle","","","80860491fba75babaf3c439d1d471a6d"
"Vehicle.Cabin.HVAC.Station.Row1.Left","branch","","","","","","HVAC for single station in the vehicle","","","7cc0977f55f15f2c884e19a25d07a8b4"
"Vehicle.Cabin.HVAC.Station.Row1.Left.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","483bcf787a715f10a1c936464fcb18a2"
"Vehicle.Cabin.HVAC.Station.Row1.Left.Temperature","actuator","int8","","celsius","-50","50","Temperature","","","347c13ff2a735d54a5f011d4573694cd"
"Vehicle.Cabin.HVAC.Station.Row1.Left.AirDistribution","actuator","string","","","","","Direction of airstream","","","33ca2e1ed1b1533b8e1309320074c07b"
"Vehicle.Cabin.HVAC.Station.Row1.Right","branch","","","","","","HVAC for single station in the vehicle","","","84b84df901075e8a8ac4837fe4af6a8e"
"Vehicle.Cabin.HVAC.Station.Row1.Right.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","4b15871631c35ca583a1fc64524676ef"
"Vehicle.Cabin.HVAC.Station.Row1.Right.Temperature","actuator","int8","","celsius","-50","50","Temperature","","","592dc63c45145f739edbc5677196eb85"
"Vehicle.Cabin.HVAC.Station.Row1.Right.AirDistribution","actuator","string","","","","","Direction of airstream","","","00e25d807a755c4cb978a40ebfc0e8d0"
"Vehicle.Cabin.HVAC.Station.Row2","branch","","","","","","HVAC for single station in the vehicle","","","d98e8f5f94da5acfbf428c635a8bcc0c"
"Vehicle.Cabin.HVAC.Station.Row2.Left","branch","","","","","","HVAC for single station in the vehicle","","","48fcecce8d925121b116ed3ecc3157bb"
"Vehicle.Cabin.HVAC.Station.Row2.Left.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","3eb6e8979cb25efe9f33bc89c6b9e364"
"Vehicle.Cabin.HVAC.Station.Row2.Left.Temperature","actuator","int8","","celsius","-50","50","Temperature","","","7185fb43728f53f3960e1284b89a6f66"
"Vehicle.Cabin.HVAC.Station.Row2.Left.AirDistribution","actuator","string","","","","","Direction of airstream","","","3c22cd8ac56b59978927fc815ee79104"
"Vehicle.Cabin.HVAC.Station.Row2.Right","branch","","","","","","HVAC for single station in the vehicle","","","028e4f674c725c009af8eaf77a79d9e7"
"Vehicle.Cabin.HVAC.Station.Row2.Right.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","b83d6d979cbc5507b1c43e988024c0af"
"Vehicle.Cabin.HVAC.Station.Row2.Right.Temperature","actuator","int8","","celsius","-50","50","Temperature","","","c6822e4c0eae59cab832057bac327c67"
"Vehicle.Cabin.HVAC.Station.Row2.Right.AirDistribution","actuator","string","","","","","Direction of airstream","","","10d42dd4337450e2af1c0dd2c9dcb3a7"
"Vehicle.Cabin.HVAC.Station.Row3","branch","","","","","","HVAC for single station in the vehicle","","","6eb8d63b66c859d5b36ef52d264aed2b"
"Vehicle.Cabin.HVAC.Station.Row3.Left","branch","","","","","","HVAC for single station in the vehicle","","","e4d100e0bcb75fedb4ab0761d92bcf0e"
"Vehicle.Cabin.HVAC.Station.Row3.Left.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","13170d23934e5a4ab97174ddee4dc180"
"Vehicle.Cabin.HVAC.Station.Row3.Left.Temperature","actuator","int8","","celsius","-50","50","Temperature","","","b12b9565bd4e5c8e974ac0ff97223af4"
"Vehicle.Cabin.HVAC.Station.Row3.Left.AirDistribution","actuator","string","","","","","Direction of airstream","","","f1e2dc36082b5980920c5fe3ee875659"
"Vehicle.Cabin.HVAC.Station.Row3.Right","branch","","","","","","HVAC for single station in the vehicle","","","a14449b5c1345feb90c2e4fbefd4ecef"
"Vehicle.Cabin.HVAC.Station.Row3.Right.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","9d5312c0ccc15f578b2c5e5512d34cb3"
"Vehicle.Cabin.HVAC.Station.Row3.Right.Temperature","actuator","int8","","celsius","-50","50","Temperature","","","a76ea2c628df5099b0dca839aac84e63"
"Vehicle.Cabin.HVAC.Station.Row3.Right.AirDistribution","actuator","string","","","","","Direction of airstream","","","1b6c21042e3b5ac9ae351f807722795a"
"Vehicle.Cabin.HVAC.Station.Row4","branch","","","","","","HVAC for single station in the vehicle","","","ff0c0fa26de7508dbe92a83bc087dff6"
"Vehicle.Cabin.HVAC.Station.Row4.Left","branch","","","","","","HVAC for single station in the vehicle","","","4adb4059a21757bdabd902998ffb7da5"
"Vehicle.Cabin.HVAC.Station.Row4.Left.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","afd89e90044e5d5fa99e9c627742adb0"
"Vehicle.Cabin.HVAC.Station.Row4.Left.Temperature","actuator","int8","","celsius","-50","50","Temperature","","","accc4bb43c775735843e87b545af08b2"
"Vehicle.Cabin.HVAC.Station.Row4.Left.AirDistribution","actuator","string","","","","","Direction of airstream","","","ee591723296a580ea4ce9fc6ddbb5cf5"
"Vehicle.Cabin.HVAC.Station.Row4.Right","branch","","","","","","HVAC for single station in the vehicle","","","b4bf2c99c2af580cbb92e0bbd0a40730"
"Vehicle.Cabin.HVAC.Station.Row4.Right.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","b3cc73b02e5c5254b691373caacd7d21"
"Vehicle.Cabin.HVAC.Station.Row4.Right.Temperature","actuator","int8","","celsius","-50","50","Temperature","","","49c59496aa7356cf86c275a0eb93ba28"
"Vehicle.Cabin.HVAC.Station.Row4.Right.AirDistribution","actuator","string","","","","","Direction of airstream","","","7d8b7cbfe68156d4a190a0a7525ee26c"
"Vehicle.Cabin.HVAC.IsRecirculationActive","actuator","boolean","","","","","Is recirculation active.","","","7b80c41c63b35c9299a410166cd33c81"
"Vehicle.Cabin.HVAC.IsFrontDefrosterActive","actuator","boolean","","","","","Is front defroster active.","","","afa678c87182544bb6ab81fa6a770791"
"Vehicle.Cabin.HVAC.IsRearDefrosterActive","actuator","boolean","","","","","Is rear defroster active.","","","d342a7939f2e5adeaeb5e68e3a314445"
"Vehicle.Cabin.HVAC.IsAirConditioningActive","actuator","boolean","","","","","Is Air conditioning active.","","","dc4f79e4211c54a6b4eed0236aae84a6"
"Vehicle.Cabin.HVAC.AmbientAirTemperature","sensor","float","","celsius","","","Ambient air temperature inside the vehicle.","","","611868a24bc25eb9a837208c235e9491"
"Vehicle.Cabin.Infotainment","branch","","","","","","Infotainment system","","","d88f92fbdda35012a2443b5e130d5eff"
"Vehicle.Cabin.Infotainment.Media","branch","","","","","","All Media actions","","","3f324d13873e501a84daf2cfade24d0f"
"Vehicle.Cabin.Infotainment.Media.Action","actuator","string","","","","","Tells if the media was","","","0357aea525bf505981a14e4fc720094e"
"Vehicle.Cabin.Infotainment.Media.Played","branch","","","","","","Collection of signals updated in concert when a new media is played","","","6585e9d3b6ff596da72a5f8c98d2d47a"
"Vehicle.Cabin.Infotainment.Media.Played.Source","actuator","string","","","","","Media selected for playback","","","54fb88a7d7cf5e3aab63e8f52415c187"
"Vehicle.Cabin.Infotainment.Media.Played.Artist","sensor","string","","","","","Name of artist being played","","","076af7ad8aff5110ab5a64d1f58ccdcb"
"Vehicle.Cabin.Infotainment.Media.Played.Album","sensor","string","","","","","Name of album being played","","","1d80b1e2c1085def92b3548b5db2786e"
"Vehicle.Cabin.Infotainment.Media.Played.Track","sensor","string","","","","","Name of track being played","","","ee800d62a40351e6934649ca75927d69"
"Vehicle.Cabin.Infotainment.Media.Played.URI","sensor","string","","","","","User Resource associated with the media","","","1ed22b9925c3502d8d1389c8e02d0f07"
"Vehicle.Cabin.Infotainment.Media.DeclinedURI","sensor","string","","","","","URI of suggested media that was declined","","","51b0d6227db55b92bc35eedd8277f4c4"
"Vehicle.Cabin.Infotainment.Media.SelectedURI","actuator","string","","","","","URI of suggested media that was selected","","","4820f7a961c25e91af12d3417a145d32"
"Vehicle.Cabin.Infotainment.Media.Volume","actuator","uint8","","","0","100","Current Media Volume","","","8b344688816f5844ae5812bb136c8006"
"Vehicle.Cabin.Infotainment.Navigation","branch","","","","","","All navigation actions","","","79bb0cc4acae5d1eb34fb214352d7863"
"Vehicle.Cabin.Infotainment.Navigation.DestinationSet","branch","","","","","","A navigation has been selected.","","","f51ce253dc5b58168ecca99297139455"
"Vehicle.Cabin.Infotainment.Navigation.DestinationSet.Latitude","actuator","double","","degrees","-90","90","Latitude of destination","","","3e33f3252934565d86de5409c761262b"
"Vehicle.Cabin.Infotainment.Navigation.DestinationSet.Longitude","actuator","double","","degrees","-180","180","Longitude of destination","","","e9bd511146ca51639c8d42c0702e22ee"
"Vehicle.Cabin.Infotainment.Navigation.CurrentLocation","branch","","V2.1 moved to Vehicle.CurrentLocation","","","","The current latitude and longitude of the vehicle.","","","12f930405e815048bf5b77db90c7d6e4"
"Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Latitude","sensor","double","V2.1 moved to Vehicle.CurrentLocation.Latitude","degrees","-90","90","Current latitude of vehicle, as reported by GPS.","","","dceb455713ac56a59e79c0fd25c01a08"
"Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Longitude","sensor","double","V2.1 moved to Vehicle.CurrentLocation.Longitude","degrees","-180","180","Current longitude of vehicle, as reported by GPS.","","","1a9be9c36a9a5ddc945bfb1e8c1f4384"
"Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Heading","sensor","double","V2.1 moved to Vehicle.CurrentLocation.Heading","degrees","0","360","Current magnetic compass heading, in degrees.","","","67cd26aaf82e5e9f8a127aabba993003"
"Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Accuracy","sensor","double","V2.1 moved to Vehicle.CurrentLocation.Accuracy","m","","","Accuracy level of the latitude and longitude coordinates in meters.","","","eb9218c66b1451fcac5cfcf39d36f5da"
"Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Altitude","sensor","double","V2.1 moved to Vehicle.CurrentLocation.Altitude","m","","","Current elevation of the position in meters.","","","66e2f3fdf1f15b0a9925b674820f19fd"
"Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Speed","sensor","uint16","V2.1 removed because doubled with Vehicle.Speed","km/h","0","250","Vehicle speed, as sensed by the GPS receiver.","","","e72a72f3d6dc550f824cb03add1ada3b"
"Vehicle.Cabin.Infotainment.HMI","branch","","","","","","HMI related signals","","","271e3d9202825f37bd054820e5ea8141"
"Vehicle.Cabin.Infotainment.HMI.CurrentLanguage","sensor","string","","","","","ISO 639-1 standard language code for the current HMI","","","dc29ee5b7f7154b4ab05a9771fe930b3"
"Vehicle.Cabin.Infotainment.HMI.DateFormat","actuator","string","","","","","Date format used in the current HMI","","","0f03c3955fe953e9893a1f52e964919e"
"Vehicle.Cabin.Infotainment.HMI.TimeFormat","actuator","string","","","","","Time format used in the current HMI","","","73083b87a4e25c02aee672ea32e40005"
"Vehicle.Cabin.Infotainment.HMI.DistanceUnit","actuator","string","","","","","Distance unit used in the current HMI","","","4b40e8bdb1a053ee9ee35338d8804e7b"
"Vehicle.Cabin.Infotainment.HMI.FuelEconomyUnits","actuator","string","","","","","Fuel economy unit used in the current HMI","","","0e6a43ce1aa45243b753545ffa1f0f8c"
"Vehicle.Cabin.Infotainment.HMI.EVEconomyUnits","actuator","string","","","","","EV fuel economy unit used in the current HMI","","","914846f6804757ba81ca6bcfac8d2c48"
"Vehicle.Cabin.Infotainment.HMI.TemperatureUnit","actuator","string","","","","","Temperature unit used in the current HMI","","","a7d1533490bb52b6b4f650280e72543d"
"Vehicle.Cabin.Infotainment.HMI.DayNightMode","actuator","string","","","","","Current display theme","","","a892039ba136588fa26b2670f839c0cc"
"Vehicle.Cabin.Sunroof","branch","","","","","","Sun roof status.","","","8ff70db05c065e3eb530082a0b6983cf"
"Vehicle.Cabin.Sunroof.Position","sensor","int8","","","-100","100","Sunroof position. 0 = Fully closed 100 = Fully opened. -100 = Fully tilted","","","ab598697f1c852eda4df9ed62a956d17"
"Vehicle.Cabin.Sunroof.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or shade.","","","88c39afd45a25ea2b474ff581e1fb138"
"Vehicle.Cabin.Sunroof.Shade","branch","","","","","","Sun roof shade status","","","eeaae5977adb5683b16f405993405b2e"
"Vehicle.Cabin.Sunroof.Shade.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","3836077128c65381b01e74a1a8be1c40"
"Vehicle.Cabin.Sunroof.Shade.Position","actuator","uint8","","percent","0","100","Position of window blind. 0 = Fully retracted. 100 = Fully deployed.","","","5f78c2a631b75abc88744f9bad277f5a"
"Vehicle.Cabin.RearviewMirror","branch","","","","","","Rearview mirror","","","e655b654ab9f55bbb04952a99755efae"
"Vehicle.Cabin.RearviewMirror.DimmingLevel","actuator","uint8","","percent","","","Dimming level of rearview mirror. 0 = undimmed. 100 = fully dimmed","","","4e2bcbaa6dc1586d8282324b475e5dee"
"Vehicle.Cabin.Lights","branch","","","","","","Interior lights signals and sensors","","","8b5cd8c4d1e752b38c65a5966c870ccb"
"Vehicle.Cabin.Lights.IsGloveBoxOn","actuator","boolean","","","","","Is glove box light on","","","f7281175fbc85b4a937b2606e4300f9a"
"Vehicle.Cabin.Lights.IsTrunkOn","actuator","boolean","","","","","Is trunk light light on","","","3697df4cddc751df847fac74bd32390f"
"Vehicle.Cabin.Lights.IsDomeOn","actuator","boolean","","","","","Is central dome light light on","","","cc100f4cd2ff5e0593a557a74ebf5d9a"
"Vehicle.Cabin.Lights.AmbientLight","sensor","uint8","","percent","0","100","How much ambient light is detected in cabin. 0 = No ambient light. 100 = Full brightness","","","cf7bf6bc25c2564383e72ef840e4b47d"
"Vehicle.Cabin.Lights.LightIntensity","sensor","uint8","","percent","0","100","Intensity of the interior lights. 0 = Off. 100 = Full brightness.","","","a66eba0bae225a56babf3f9ceb65fc76"
"Vehicle.Cabin.Lights.Spotlight","branch","","","","","","Spotlight for a specific area in the vehicle.","","","8528c64a4c775da3ab01617bbff2e3c9"
"Vehicle.Cabin.Lights.Spotlight.Row1","branch","","","","","","Spotlight for a specific area in the vehicle.","","","ea2b102268735567b3d7d6c36b34e480"
"Vehicle.Cabin.Lights.Spotlight.Row1.IsSharedOn","sensor","boolean","","","","","Is a shared light across a specific row on","","","99614d03c27f50a6a32b99b68814e6d7"
"Vehicle.Cabin.Lights.Spotlight.Row1.IsLeftOn","actuator","boolean","","","","","Is light on the left side switched on","","","c6a9c6b14d725113a087ce7e58a9c90b"
"Vehicle.Cabin.Lights.Spotlight.Row1.IsRightOn","actuator","boolean","","","","","Is light on the right side switched on","","","7c08ddd9067f5905855cec9f30546fc9"
"Vehicle.Cabin.Lights.Spotlight.Row2","branch","","","","","","Spotlight for a specific area in the vehicle.","","","504e514166d255439fd3f61acd3d412b"
"Vehicle.Cabin.Lights.Spotlight.Row2.IsSharedOn","sensor","boolean","","","","","Is a shared light across a specific row on","","","087dd02860965a61a5cba8c66f8dbd36"
"Vehicle.Cabin.Lights.Spotlight.Row2.IsLeftOn","actuator","boolean","","","","","Is light on the left side switched on","","","15534d254ce851509a8dfae763a9d709"
"Vehicle.Cabin.Lights.Spotlight.Row2.IsRightOn","actuator","boolean","","","","","Is light on the right side switched on","","","06e866363b5c589db5b446eca0b68c8b"
"Vehicle.Cabin.Lights.Spotlight.Row3","branch","","","","","","Spotlight for a specific area in the vehicle.","","","c0352a193354597692626b6f0b6d9537"
"Vehicle.Cabin.Lights.Spotlight.Row3.IsSharedOn","sensor","boolean","","","","","Is a shared light across a specific row on","","","87f00a029ec854d39702ef86e030c00c"
"Vehicle.Cabin.Lights.Spotlight.Row3.IsLeftOn","actuator","boolean","","","","","Is light on the left side switched on","","","f32530172b1a535cba376e660a3a630a"
"Vehicle.Cabin.Lights.Spotlight.Row3.IsRightOn","actuator","boolean","","","","","Is light on the right side switched on","","","20424c00cf1d5e49b4287efe186cd263"
"Vehicle.Cabin.Lights.Spotlight.Row4","branch","","","","","","Spotlight for a specific area in the vehicle.","","","42c09d108927563293adcb93738895a0"
"Vehicle.Cabin.Lights.Spotlight.Row4.IsSharedOn","sensor","boolean","","","","","Is a shared light across a specific row on","","","8f8de6d5b18f5cc69c9ecd556ce6b6ed"
"Vehicle.Cabin.Lights.Spotlight.Row4.IsLeftOn","actuator","boolean","","","","","Is light on the left side switched on","","","643c07780d2453e98b5091a39516f7ec"
"Vehicle.Cabin.Lights.Spotlight.Row4.IsRightOn","actuator","boolean","","","","","Is light on the right side switched on","","","f012d37429aa53d1bf8648d686a804ef"
"Vehicle.Cabin.Door","branch","","","","","","All doors, including windows and switches","","","fd7f4d16f8965419a9a69fd66b40c1d7"
"Vehicle.Cabin.Door.Row1","branch","","","","","","All doors, including windows and switches","","","fd3fcb481cb953dc9a853125c6ca0453"
"Vehicle.Cabin.Door.Row1.Left","branch","","","","","","All doors, including windows and switches","","","ee74ca8275485ea89f70931d3b3e4bed"
"Vehicle.Cabin.Door.Row1.Left.IsOpen","actuator","boolean","","","","","Is door open or closed","","","a5560fa546985678be670c13a0467545"
"Vehicle.Cabin.Door.Row1.Left.IsLocked","actuator","boolean","","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","859b44ab75de5d67a8beedff883a72d0"
"Vehicle.Cabin.Door.Row1.Left.Window","branch","","","","","","Door window status","","","abbf75f4e6b9581db4aacda0f1e2789c"
"Vehicle.Cabin.Door.Row1.Left.Window.isOpen","sensor","boolean","","","","","Is window open or closed","","","d21b53d7aa0c5d96adeb9fdf280ba071"
"Vehicle.Cabin.Door.Row1.Left.Window.Position","sensor","uint8","","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","63137367f94856acbb900a0dcdc7e495"
"Vehicle.Cabin.Door.Row1.Left.Window.ChildLock","sensor","boolean","","","","","Is window child lock engaged. True = Engaged. False = Disengaged.","","","58dbf7e3a85d55ae94750a77cf653110"
"Vehicle.Cabin.Door.Row1.Left.Window.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","e276bf971dae507f99b463f7fe574969"
"Vehicle.Cabin.Door.Row1.Left.IsChildLockActive","sensor","boolean","","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","","194a1dd29e245ff8a19dee7e022bad02"
"Vehicle.Cabin.Door.Row1.Left.Shade","branch","","","","","","Side window shade","","","f1a8db725cfd54c5b22594c456bcb05a"
"Vehicle.Cabin.Door.Row1.Left.Shade.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","15c012ed31a054ecb2b9b2b1cf57e825"
"Vehicle.Cabin.Door.Row1.Left.Shade.Position","actuator","uint8","","percent","0","100","Position of window blind. 0 = Fully retracted. 100 = Fully deployed.","","","a4c73477293156999f74416245d4f858"
"Vehicle.Cabin.Door.Row1.Right","branch","","","","","","All doors, including windows and switches","","","f1140cf0720157a1a2ffb62745a82916"
"Vehicle.Cabin.Door.Row1.Right.IsOpen","actuator","boolean","","","","","Is door open or closed","","","055c01ebe86f507b97d15cfba82482a9"
"Vehicle.Cabin.Door.Row1.Right.IsLocked","actuator","boolean","","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","","7e5cf60543505205922b714cee2a3246"
"Vehicle.Cabin.Door.Row1.Right.Window","branch","","","","","","Door window status","","","12e8cf5eb1c65954bb92f5144e2b22f9"
"Vehicle.Cabin.Door.Row1.Right.Window.isOpen","sensor","boolean","","","","","Is window open or closed","","","777ebd3cc5e35e818029bf8b95ba74d6"
"Vehicle.Cabin.Door.Row1.Right.Window.Position","sensor","uint8","","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","","e7ef528471eb585a937664abab9fbc68"
"Vehicle.Cabin.Door.Row1.Right.Window.ChildLock","sensor","boolean","","","","","Is window child lock engaged. True = Engaged. False = Disengaged.","","","92daa968de5956cfaef588b9cf41d608"
"Vehicle.Cabin.Door.Row1.Right.Window.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","","fcb9ede77f065479a10740324c0efdc6"
"Vehicle.Cabin.Door.Row1.Right.IsChildLockActive","sensor","boolean","","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","","2eedf9e01c225ff39ee62a7c11395d6c"
