"Signal","Type","DataType","Deprecated","Unit","Min","Max","Desc","Comment","Allowed","Id"
"Vehicle.Body.RefuelPosition","attribute","string","","","","","Location of the fuel cap or charge port.","","['FRONT_LEFT', 'FRONT_RIGHT', 'MIDDLE_LEFT', 'MIDDLE_RIGHT', 'REAR_LEFT', 'REAR_RIGHT']","53ef90a851fa57f0810d50238e852f02"
"Vehicle.Body.Hood","branch","","","","","","Hood status.","","","84510652bf915bbe8bf5f477aab2b44a"
"Vehicle.Body.Hood.IsOpen","actuator","boolean","","","","","Hood open or closed. True = Open. False = Closed.","","","890aa3359e1a579288af1cf8e6b5b71f"
"Vehicle.Body.Trunk","branch","","","","","","Trunk status.","","","a584c6a5aa235cb88ac686f8d72a1dff"
"Vehicle.Body.Trunk.Front","branch","","","","","","Trunk status.","","","a455aca5bae55c22b7949fd31a765a6c"
"Vehicle.Body.Trunk.Front.IsOpen","actuator","boolean","","","","","Trunk open or closed. True = Open. False = Closed.","","","2047de0896a352fcaf02baa06819a023"
"Vehicle.Body.Trunk.Front.IsLocked","actuator","boolean","","","","","Is trunk locked or unlocked. True = Locked. False = Unlocked.","","","e0eabc210f07505fa1b66b67729d681b"
"Vehicle.Body.Trunk.Rear","branch","","","","","","Trunk status.","","","a6170ff5e4325f38b5d57402e1d95e5a"
"Vehicle.Body.Trunk.Rear.IsOpen","actuator","boolean","","","","","Trunk open or closed. True = Open. False = Closed.","","","3d3249e59306594698367b839b12c938"
"Vehicle.Body.Trunk.Rear.IsLocked","actuator","boolean","","","","","Is trunk locked or unlocked. True = Locked. False = Unlocked.","","","8f9b55b002ed59d3ac2ef0b014abf4aa"
"Vehicle.Body.Horn","branch","","","","","","Horn signals.","","","09c76633887f52268b960740eb969c89"
"Vehicle.Body.Horn.IsActive","actuator","boolean","","","","","Horn active or inactive. True = Active. False = Inactive.","","","ba20deed9314525bb9d552a2b787fb20"
"Vehicle.Body.Raindetection","branch","","","","","","Rainsensor signals.","","","f16759f3dcfb5be4832e962da29ebd6c"
"Vehicle.Body.Raindetection.Intensity","sensor","uint8","","percent","","100","Rain intensity. 0 = Dry, No Rain. 100 = Covered.","","","1ee0a2f22e8257d299425a4ff2652555"
"Vehicle.Body.Windshield","branch","","","","","","Windshield signals.","","","73efba535dcb5032b9edc43406b050b8"
"Vehicle.Body.Windshield.Front","branch","","","","","","Windshield signals.","","","8f0c61e4e4f557d98729210fc3c74f72"
"Vehicle.Body.Windshield.Front.Wiping","branch","","","","","","Windshield wiper signals.","","","2cffeccdc19a587cbe2264f426c6881a"
"Vehicle.Body.Windshield.Front.Wiping.Mode","actuator","string","","","","","Wiper mode requested by user/driver. INTERVAL indicates intermittent wiping, with fixed time interval between each wipe. RAIN_SENSOR indicates intermittent wiping based on rain intensity.","","['OFF', 'SLOW', 'MEDIUM', 'FAST', 'INTERVAL', 'RAIN_SENSOR']","3ee6552c96e551c5b06b79ad30226767"
"Vehicle.Body.Windshield.Front.Wiping.Intensity","actuator","uint8","","","","","Relative intensity/sensitivity for interval and rain sensor mode as requested by user/driver. Has no significance if Windshield.Wiping.Mode is OFF/SLOW/MEDIUM/FAST 0 - wipers inactive. 1 - minimum intensity (lowest frequency/sensitivity, longest interval). 2/3/4/... - higher intensity (higher frequency/sensitivity, shorter interval). Maximum value supported is vehicle specific.","","","7cdd36d1cc8f5f9a9f079f663190b588"
"Vehicle.Body.Windshield.Front.Wiping.System","branch","","","","","","Signals to control behavior of wipers in detail. By default VSS expects only one instance.","These signals are typically not directly available to the user/driver of the vehicle. The overlay in overlays/extensions/dual_wiper_systems.vspec can be used to modify this branch to support two instances; Primary and Secondary.","","9002ff76166950e0aa3b7c9df3b53468"
"Vehicle.Body.Windshield.Front.Wiping.System.Mode","actuator","string","","","","","Requested mode of wiper system. STOP_HOLD means that the wipers shall move to position given by TargetPosition and then hold the position. WIPE means that wipers shall move to the position given by TargetPosition and then hold the position if no new TargetPosition is requested. PLANT_MODE means that wiping is disabled. Exact behavior is vehicle specific. EMERGENCY_STOP means that wiping shall be immediately stopped without holding the position.","","['STOP_HOLD', 'WIPE', 'PLANT_MODE', 'EMERGENCY_STOP']","d15518f5d1bc54a38718f43ef749dd34"
"Vehicle.Body.Windshield.Front.Wiping.System.Frequency","actuator","uint8","","","","","Wiping frequency/speed, measured in cycles per minute. The signal concerns the actual speed of the wiper blades when moving. Intervals/pauses are excluded, i.e. the value corresponds to the number of cycles that would be completed in 1 minute if wiping permanently over default range.","Examples - 0 = Wipers stopped, 80 = Wipers doing 80 cycles per minute (in WIPE mode).","","7394c8b8d20d52638881161ec1b41fc0"
"Vehicle.Body.Windshield.Front.Wiping.System.TargetPosition","actuator","float","","degrees","","","Requested position of main wiper blade for the wiper system relative to reference position. Location of reference position (0 degrees) and direction of positive/negative degrees is vehicle specific. System behavior when receiving TargetPosition depends on Mode and IsEndingWipeCycle. Supported values are vehicle specific and might be dynamically corrected. If IsEndingWipeCycle=True then wipers will complete current movement before actuating new TargetPosition. If IsEndingWipeCycle=False then wipers will directly change destination if the TargetPosition is changed.","Default parking position might be used as reference position.","","7a4a3fdd2947596dbada6980c142f090"
"Vehicle.Body.Windshield.Front.Wiping.System.ActualPosition","actuator","float","","degrees","","","Actual position of main wiper blade for the wiper system relative to reference position. Location of reference position (0 degrees) and direction of positive/negative degrees is vehicle specific.","Default parking position might be used as reference position.","","026307b591465a8a99ffc0ebf262b393"
"Vehicle.Body.Windshield.Front.Wiping.System.DriveCurrent","sensor","float","","A","","","Actual current used by wiper drive.","May be negative in special situations.","","251e695821b758e7b7d459d5e2ab6ca4"
"Vehicle.Body.Windshield.Front.Wiping.System.IsWiping","sensor","boolean","","","","","Indicates wiper movement. True if wiper blades are moving. Change of direction shall be considered as IsWiping if wipers will continue to move directly after the change of direction.","","","2015a4610d7a5fbdbb63b260640838e6"
"Vehicle.Body.Windshield.Front.Wiping.System.IsEndingWipeCycle","sensor","boolean","","","","","Indicates if current wipe movement is completed or near completion. True = Movement is completed or near completion. Changes to RequestedPosition will be executed first after reaching previous RequestedPosition, if it has not already been reached. False = Movement is not near completion. Any change to RequestedPosition will be executed immediately. Change of direction may not be allowed.","In continuous wiping between A and B this sensor can be used a trigger to update TargetPosition.","","5000f7f0c39e5fed9a95413ae4166482"
"Vehicle.Body.Windshield.Front.Wiping.System.IsWiperError","sensor","boolean","","","","","Indicates system failure. True if wiping is disabled due to system failure.","","","5276055d973f57998e1b8d6e536de735"
"Vehicle.Body.Windshield.Front.Wiping.System.IsPositionReached","sensor","boolean","","","","","Indicates if a requested position has been reached. IsPositionReached refers to the previous position in case the TargetPosition is updated while IsEndingWipeCycle=True. True = Current or Previous TargetPosition reached. False = Position not (yet) reached, or wipers have moved away from the reached position.","","","d42149fa8982593991aa5cd13a1cdee9"
"Vehicle.Body.Windshield.Front.Wiping.System.IsBlocked","sensor","boolean","","","","","Indicates if wiper movement is blocked. True = Movement blocked. False = Movement not blocked.","","","4b526a2c781e56e386c82df226061f9e"
"Vehicle.Body.Windshield.Front.Wiping.System.IsOverheated","sensor","boolean","","","","","Indicates if wiper system is overheated. True = Wiper system overheated. False = Wiper system not overheated.","","","e05d376ec2525ba2b61039d55f93760f"
"Vehicle.Body.Windshield.Front.Wiping.WiperWear","sensor","uint8","","","","100","Wiper wear as percent. 0 = No Wear. 100 = Worn. Replacement required. Method for calculating or estimating wiper wear is vehicle specific. For windshields with multiple wipers the wear reported shall correspond to the most worn wiper.","","","92c879c11bc65e6da30d582a3928caac"
"Vehicle.Body.Windshield.Front.Wiping.IsWipersWorn","sensor","boolean","","","","","Wiper wear status. True = Worn, Replacement recommended or required. False = Not Worn.","","","b04ccc7daedb559c9bcdda6b00332be5"
"Vehicle.Body.Windshield.Front.IsHeatingOn","actuator","boolean","","","","","Windshield heater status. False - off, True - on.","","","26e6a3b7e9bb58bebba29258faa6e300"
"Vehicle.Body.Windshield.Front.WasherFluid","branch","","","","","","Windshield washer fluid signals","","","2de24016515353289953de5ea81efd3c"
"Vehicle.Body.Windshield.Front.WasherFluid.IsLevelLow","sensor","boolean","","","","","Low level indication for washer fluid. True = Level Low. False = Level OK.","","","8ca54695ad115f9bb6f56d7c450781a7"
"Vehicle.Body.Windshield.Front.WasherFluid.Level","sensor","uint8","","percent","","100","Washer fluid level as a percent. 0 = Empty. 100 = Full.","","","a36dfb91414f5792bd01d193dceff1f4"
"Vehicle.Body.Windshield.Rear","branch","","","","","","Windshield signals.","","","095ff58459b854aaa742e56447fe7a93"
"Vehicle.Body.Windshield.Rear.Wiping","branch","","","","","","Windshield wiper signals.","","","f56e80a50fd75dbca48581aea4f012b7"
"Vehicle.Body.Windshield.Rear.Wiping.Mode","actuator","string","","","","","Wiper mode requested by user/driver. INTERVAL indicates intermittent wiping, with fixed time interval between each wipe. RAIN_SENSOR indicates intermittent wiping based on rain intensity.","","['OFF', 'SLOW', 'MEDIUM', 'FAST', 'INTERVAL', 'RAIN_SENSOR']","8cc0b88ac8b45f5fa30bb7755ce22648"
"Vehicle.Body.Windshield.Rear.Wiping.Intensity","actuator","uint8","","","","","Relative intensity/sensitivity for interval and rain sensor mode as requested by user/driver. Has no significance if Windshield.Wiping.Mode is OFF/SLOW/MEDIUM/FAST 0 - wipers inactive. 1 - minimum intensity (lowest frequency/sensitivity, longest interval). 2/3/4/... - higher intensity (higher frequency/sensitivity, shorter interval). Maximum value supported is vehicle specific.","","","f18b13b9d96b51c492c031d3d86d22da"
"Vehicle.Body.Windshield.Rear.Wiping.System","branch","","","","","","Signals to control behavior of wipers in detail. By default VSS expects only one instance.","These signals are typically not directly available to the user/driver of the vehicle. The overlay in overlays/extensions/dual_wiper_systems.vspec can be used to modify this branch to support two instances; Primary and Secondary.","","a00826f6ecc25c3fae7ad164361bdb33"
"Vehicle.Body.Windshield.Rear.Wiping.System.Mode","actuator","string","","","","","Requested mode of wiper system. STOP_HOLD means that the wipers shall move to position given by TargetPosition and then hold the position. WIPE means that wipers shall move to the position given by TargetPosition and then hold the position if no new TargetPosition is requested. PLANT_MODE means that wiping is disabled. Exact behavior is vehicle specific. EMERGENCY_STOP means that wiping shall be immediately stopped without holding the position.","","['STOP_HOLD', 'WIPE', 'PLANT_MODE', 'EMERGENCY_STOP']","f2f47522466d570baa7618fac5b0359c"
"Vehicle.Body.Windshield.Rear.Wiping.System.Frequency","actuator","uint8","","","","","Wiping frequency/speed, measured in cycles per minute. The signal concerns the actual speed of the wiper blades when moving. Intervals/pauses are excluded, i.e. the value corresponds to the number of cycles that would be completed in 1 minute if wiping permanently over default range.","Examples - 0 = Wipers stopped, 80 = Wipers doing 80 cycles per minute (in WIPE mode).","","371171d971995c999585b028e19be461"
"Vehicle.Body.Windshield.Rear.Wiping.System.TargetPosition","actuator","float","","degrees","","","Requested position of main wiper blade for the wiper system relative to reference position. Location of reference position (0 degrees) and direction of positive/negative degrees is vehicle specific. System behavior when receiving TargetPosition depends on Mode and IsEndingWipeCycle. Supported values are vehicle specific and might be dynamically corrected. If IsEndingWipeCycle=True then wipers will complete current movement before actuating new TargetPosition. If IsEndingWipeCycle=False then wipers will directly change destination if the TargetPosition is changed.","Default parking position might be used as reference position.","","c39bef0760185555904a92a305392080"
"Vehicle.Body.Windshield.Rear.Wiping.System.ActualPosition","actuator","float","","degrees","","","Actual position of main wiper blade for the wiper system relative to reference position. Location of reference position (0 degrees) and direction of positive/negative degrees is vehicle specific.","Default parking position might be used as reference position.","","eddee2607a135582bbcf3d3afc845892"
"Vehicle.Body.Windshield.Rear.Wiping.System.DriveCurrent","sensor","float","","A","","","Actual current used by wiper drive.","May be negative in special situations.","","7a254692329055dfb4089e2dcc1d4ef3"
"Vehicle.Body.Windshield.Rear.Wiping.System.IsWiping","sensor","boolean","","","","","Indicates wiper movement. True if wiper blades are moving. Change of direction shall be considered as IsWiping if wipers will continue to move directly after the change of direction.","","","4e001bf679e85c9aa7319bafc3a86e75"
"Vehicle.Body.Windshield.Rear.Wiping.System.IsEndingWipeCycle","sensor","boolean","","","","","Indicates if current wipe movement is completed or near completion. True = Movement is completed or near completion. Changes to RequestedPosition will be executed first after reaching previous RequestedPosition, if it has not already been reached. False = Movement is not near completion. Any change to RequestedPosition will be executed immediately. Change of direction may not be allowed.","In continuous wiping between A and B this sensor can be used a trigger to update TargetPosition.","","c1357156d87c58f49d4c43c2a6e97c03"
"Vehicle.Body.Windshield.Rear.Wiping.System.IsWiperError","sensor","boolean","","","","","Indicates system failure. True if wiping is disabled due to system failure.","","","ac5983deacbe59d7ba1312d44bfd9cd4"
"Vehicle.Body.Windshield.Rear.Wiping.System.IsPositionReached","sensor","boolean","","","","","Indicates if a requested position has been reached. IsPositionReached refers to the previous position in case the TargetPosition is updated while IsEndingWipeCycle=True. True = Current or Previous TargetPosition reached. False = Position not (yet) reached, or wipers have moved away from the reached position.","","","ad35e8d17cd95273b1091dcef2104ea1"
"Vehicle.Body.Windshield.Rear.Wiping.System.IsBlocked","sensor","boolean","","","","","Indicates if wiper movement is blocked. True = Movement blocked. False = Movement not blocked.","","","046e818b4dd9595a8301503e9afe028b"
"Vehicle.Body.Windshield.Rear.Wiping.System.IsOverheated","sensor","boolean","","","","","Indicates if wiper system is overheated. True = Wiper system overheated. False = Wiper system not overheated.","","","d30bc6f33b995ef491c252980a559ee2"
"Vehicle.Body.Windshield.Rear.Wiping.WiperWear","sensor","uint8","","","","100","Wiper wear as percent. 0 = No Wear. 100 = Worn. Replacement required. Method for calculating or estimating wiper wear is vehicle specific. For windshields with multiple wipers the wear reported shall correspond to the most worn wiper.","","","afd6a352230f5eeaa8ac5f1f188bfd33"
"Vehicle.Body.Windshield.Rear.Wiping.IsWipersWorn","sensor","boolean","","","","","Wiper wear status. True = Worn, Replacement recommended or required. False = Not Worn.","","","0e8d5f7cb6295b908be3a03e8792cca8"
"Vehicle.Body.Windshield.Rear.IsHeatingOn","actuator","boolean","","","","","Windshield heater status. False - off, True - on.","","","76d811b4c4c356f4898dd6383e28bc6f"
"Vehicle.Body.Windshield.Rear.WasherFluid","branch","","","","","","Windshield washer fluid signals","","","1ea4ac2370e1567b9b812c1e3020ddfb"
"Vehicle.Body.Windshield.Rear.WasherFluid.IsLevelLow","sensor","boolean","","","","","Low level indication for washer fluid. True = Level Low. False = Level OK.","","","8ca0356548ae54e8af3aeace49e5ed71"
"Vehicle.Body.Windshield.Rear.WasherFluid.Level","sensor","uint8","","percent","","100","Washer fluid level as a percent. 0 = Empty. 100 = Full.","","","c167e5b265895c108da1b9582de2dd91"
"Vehicle.Body.Lights","branch","","","","","","All lights.","","","399d1ec14d6f55bb825e078a801bde55"
"Vehicle.Body.Lights.IsHighBeamOn","actuator","boolean","","","","","Is high beam on?","","","80a627e5b81356dabe557ff4102f634f"
"Vehicle.Body.Lights.IsLowBeamOn","actuator","boolean","","","","","Is low beam on?","","","917d51175b675ad89cf86e07e33b44ec"
"Vehicle.Body.Lights.IsRunningOn","actuator","boolean","","","","","Are running lights on?","","","cd28479b1a5c5088a52e8d9cd7f22dcf"
"Vehicle.Body.Lights.IsBackupOn","actuator","boolean","","","","","Is backup (reverse) light on?","","","48c0a466b59555f6bf0c01fcf7a3c42c"
"Vehicle.Body.Lights.IsParkingOn","actuator","boolean","","","","","Is parking light on?","","","510402bd9355529dbddc2b9724db6957"
"Vehicle.Body.Lights.IsBrakeOn","actuator","boolean","","","","","Is brake light on?","","","7b8b136ec8aa59cb8773aa3c455611a4"
"Vehicle.Body.Lights.IsRearFogOn","actuator","boolean","","","","","Is rear fog light on?","","","54818024ac4853d49003e8e10bd8f4f6"
"Vehicle.Body.Lights.IsFrontFogOn","actuator","boolean","","","","","Is front fog light on?","","","9ad70db68408503a8506d09c7c92a13f"
"Vehicle.Body.Lights.IsHazardOn","actuator","boolean","","","","","Are hazards on?","","","148eee65b2de53fab88fc261246d6639"
"Vehicle.Body.Lights.IsLeftIndicatorOn","actuator","boolean","","","","","Is left indicator flashing?","","","98c6f3d400d65a6da5fef8e22c16133a"
"Vehicle.Body.Lights.IsRightIndicatorOn","actuator","boolean","","","","","Is right indicator flashing?","","","df301b25233e5f20b039bc9304c148d2"
"Vehicle.Body.Mirrors","branch","","","","","","All mirrors.","","","a4ea618914885a239ef5fa62c671a800"
"Vehicle.Body.Mirrors.Left","branch","","","","","","All mirrors.","","","22609e45a09d58fc85cb77959a686abc"
"Vehicle.Body.Mirrors.Left.Tilt","actuator","int8","","percent","-100","100","Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.","","","698fee82cc115f3cba54825a298b46ab"
"Vehicle.Body.Mirrors.Left.Pan","actuator","int8","","percent","-100","100","Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.","","","9dae4bc33a28531199fce500e0562f82"
"Vehicle.Body.Mirrors.Left.IsHeatingOn","actuator","boolean","","","","","Mirror Heater on or off. True = Heater On. False = Heater Off.","","","b8591c0592d8525e91e1a04495b6995d"
"Vehicle.Body.Mirrors.Right","branch","","","","","","All mirrors.","","","64291c99f7e752c2b035262c17dc85dd"
"Vehicle.Body.Mirrors.Right.Tilt","actuator","int8","","percent","-100","100","Mirror tilt as a percent. 0 = Center Position. 100 = Fully Upward Position. -100 = Fully Downward Position.","","","9a28a6ec824c57408881b916a1a0e32b"
"Vehicle.Body.Mirrors.Right.Pan","actuator","int8","","percent","-100","100","Mirror pan as a percent. 0 = Center Position. 100 = Fully Left Position. -100 = Fully Right Position.","","","26088f96804d5d7e811ba50bfb1113eb"
"Vehicle.Body.Mirrors.Right.IsHeatingOn","actuator","boolean","","","","","Mirror Heater on or off. True = Heater On. False = Heater Off.","","","9a57455f48ea5fdbb7a998905dda318c"
"Vehicle.Body.RearMainSpoilerPosition","actuator","float","","percent","0","100","Rear spoiler position, 0% = Spoiler fully stowed. 100% = Spoiler fully exposed.","","","6209a82390585b869cc3d00d069eade2"
"Vehicle.Cabin","branch","","","","","","All in-cabin components, including doors.","","","1a94457b237f5e8eb3c77c0532ac88d7"
"Vehicle.Cabin.RearShade","branch","","","","","","Rear window shade.","","","8a0c86f4fc6f5ea8ac8cf8f327969dcc"
"Vehicle.Cabin.RearShade.Switch","actuator","string","","","","","Switch controlling sliding action such as window, sunroof, or blind.","","['INACTIVE', 'CLOSE', 'OPEN', 'ONE_SHOT_CLOSE', 'ONE_SHOT_OPEN']","da9f01e9baf35544842f1a7674c5172a"
"Vehicle.Cabin.RearShade.Position","actuator","uint8","","percent","0","100","Position of window blind. 0 = Fully retracted. 100 = Fully deployed.","","","9e16fc53f2ec575dbf66c79f969949a9"
"Vehicle.Cabin.HVAC","branch","","","","","","Climate control","","","f8ff34337cdf568e91ab406a365c3249"
"Vehicle.Cabin.HVAC.Station","branch","","","","","","HVAC for single station in the vehicle","","","253e683e6f135b83b6302a30b6c0ec8d"
"Vehicle.Cabin.HVAC.Station.Row1","branch","","","","","","HVAC for single station in the vehicle","","","80860491fba75babaf3c439d1d471a6d"
"Vehicle.Cabin.HVAC.Station.Row1.Left","branch","","","","","","HVAC for single station in the vehicle","","","7cc0977f55f15f2c884e19a25d07a8b4"
"Vehicle.Cabin.HVAC.Station.Row1.Left.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","483bcf787a715f10a1c936464fcb18a2"
"Vehicle.Cabin.HVAC.Station.Row1.Left.Temperature","actuator","int8","","celsius","","","Temperature","","","347c13ff2a735d54a5f011d4573694cd"
"Vehicle.Cabin.HVAC.Station.Row1.Left.AirDistribution","actuator","string","","","","","Direction of airstream","","['UP', 'MIDDLE', 'DOWN']","33ca2e1ed1b1533b8e1309320074c07b"
"Vehicle.Cabin.HVAC.Station.Row1.Right","branch","","","","","","HVAC for single station in the vehicle","","","84b84df901075e8a8ac4837fe4af6a8e"
"Vehicle.Cabin.HVAC.Station.Row1.Right.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","4b15871631c35ca583a1fc64524676ef"
"Vehicle.Cabin.HVAC.Station.Row1.Right.Temperature","actuator","int8","","celsius","","","Temperature","","","592dc63c45145f739edbc5677196eb85"
"Vehicle.Cabin.HVAC.Station.Row1.Right.AirDistribution","actuator","string","","","","","Direction of airstream","","['UP', 'MIDDLE', 'DOWN']","00e25d807a755c4cb978a40ebfc0e8d0"
"Vehicle.Cabin.HVAC.Station.Row2","branch","","","","","","HVAC for single station in the vehicle","","","d98e8f5f94da5acfbf428c635a8bcc0c"
"Vehicle.Cabin.HVAC.Station.Row2.Left","branch","","","","","","HVAC for single station in the vehicle","","","48fcecce8d925121b116ed3ecc3157bb"
"Vehicle.Cabin.HVAC.Station.Row2.Left.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","3eb6e8979cb25efe9f33bc89c6b9e364"
"Vehicle.Cabin.HVAC.Station.Row2.Left.Temperature","actuator","int8","","celsius","","","Temperature","","","7185fb43728f53f3960e1284b89a6f66"
"Vehicle.Cabin.HVAC.Station.Row2.Left.AirDistribution","actuator","string","","","","","Direction of airstream","","['UP', 'MIDDLE', 'DOWN']","3c22cd8ac56b59978927fc815ee79104"
"Vehicle.Cabin.HVAC.Station.Row2.Right","branch","","","","","","HVAC for single station in the vehicle","","","028e4f674c725c009af8eaf77a79d9e7"
"Vehicle.Cabin.HVAC.Station.Row2.Right.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","b83d6d979cbc5507b1c43e988024c0af"
"Vehicle.Cabin.HVAC.Station.Row2.Right.Temperature","actuator","int8","","celsius","","","Temperature","","","c6822e4c0eae59cab832057bac327c67"
"Vehicle.Cabin.HVAC.Station.Row2.Right.AirDistribution","actuator","string","","","","","Direction of airstream","","['UP', 'MIDDLE', 'DOWN']","10d42dd4337450e2af1c0dd2c9dcb3a7"
"Vehicle.Cabin.HVAC.Station.Row3","branch","","","","","","HVAC for single station in the vehicle","","","6eb8d63b66c859d5b36ef52d264aed2b"
"Vehicle.Cabin.HVAC.Station.Row3.Left","branch","","","","","","HVAC for single station in the vehicle","","","e4d100e0bcb75fedb4ab0761d92bcf0e"
"Vehicle.Cabin.HVAC.Station.Row3.Left.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","13170d23934e5a4ab97174ddee4dc180"
"Vehicle.Cabin.HVAC.Station.Row3.Left.Temperature","actuator","int8","","celsius","","","Temperature","","","b12b9565bd4e5c8e974ac0ff97223af4"
"Vehicle.Cabin.HVAC.Station.Row3.Left.AirDistribution","actuator","string","","","","","Direction of airstream","","['UP', 'MIDDLE', 'DOWN']","f1e2dc36082b5980920c5fe3ee875659"
"Vehicle.Cabin.HVAC.Station.Row3.Right","branch","","","","","","HVAC for single station in the vehicle","","","a14449b5c1345feb90c2e4fbefd4ecef"
"Vehicle.Cabin.HVAC.Station.Row3.Right.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","9d5312c0ccc15f578b2c5e5512d34cb3"
"Vehicle.Cabin.HVAC.Station.Row3.Right.Temperature","actuator","int8","","celsius","","","Temperature","","","a76ea2c628df5099b0dca839aac84e63"
"Vehicle.Cabin.HVAC.Station.Row3.Right.AirDistribution","actuator","string","","","","","Direction of airstream","","['UP', 'MIDDLE', 'DOWN']","1b6c21042e3b5ac9ae351f807722795a"
"Vehicle.Cabin.HVAC.Station.Row4","branch","","","","","","HVAC for single station in the vehicle","","","ff0c0fa26de7508dbe92a83bc087dff6"
"Vehicle.Cabin.HVAC.Station.Row4.Left","branch","","","","","","HVAC for single station in the vehicle","","","4adb4059a21757bdabd902998ffb7da5"
"Vehicle.Cabin.HVAC.Station.Row4.Left.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","afd89e90044e5d5fa99e9c627742adb0"
"Vehicle.Cabin.HVAC.Station.Row4.Left.Temperature","actuator","int8","","celsius","","","Temperature","","","accc4bb43c775735843e87b545af08b2"
"Vehicle.Cabin.HVAC.Station.Row4.Left.AirDistribution","actuator","string","","","","","Direction of airstream","","['UP', 'MIDDLE', 'DOWN']","ee591723296a580ea4ce9fc6ddbb5cf5"
"Vehicle.Cabin.HVAC.Station.Row4.Right","branch","","","","","","HVAC for single station in the vehicle","","","b4bf2c99c2af580cbb92e0bbd0a40730"
"Vehicle.Cabin.HVAC.Station.Row4.Right.FanSpeed","actuator","uint8","","percent","0","100","Fan Speed, 0 = off. 100 = max","","","b3cc73b02e5c5254b691373caacd7d21"
"Vehicle.Cabin.HVAC.Station.Row4.Right.Temperature","actuator","int8","","celsius","","","Temperature","","","49c59496aa7356cf86c275a0eb93ba28"
"Vehicle.Cabin.HVAC.Station.Row4.Right.AirDistribution","actuator","string","","","","","Direction of airstream","","['UP', 'MIDDLE', 'DOWN']","7d8b7cbfe68156d4a190a0a7525ee26c"
"Vehicle.Cabin.HVAC.IsRecirculationActive","actuator","boolean","","","","","Is recirculation active.","","","7b80c41c63b35c9299a410166cd33c81"
"Vehicle.Cabin.HVAC.IsFrontDefrosterActive","actuator","boolean","","","","","Is front defroster active.","","","afa678c87182544bb6ab81fa6a770791"
"Vehicle.Cabin.HVAC.IsRearDefrosterActive","actuator","boolean","","","","","Is rear defroster active.","","","d342a7939f2e5adeaeb5e68e3a314445"
"Vehicle.Cabin.HVAC.IsAirConditioningActive","actuator","boolean","","","","","Is Air conditioning active.","","","dc4f79e4211c54a6b4eed0236aae84a6"
"Vehicle.Cabin.HVAC.AmbientAirTemperature","sensor","float","","celsius","","","Ambient air temperature inside the vehicle.","","","611868a24bc25eb9a837208c235e9491"
"Vehicle.Cabin.Infotainment","branch","","","","","","Infotainment system.","","","d88f92fbdda35012a2443b5e130d5eff"
"Vehicle.Cabin.Infotainment.Media","branch","","","","","","All Media actions","","","3f324d13873e501a84daf2cfade24d0f"
"Vehicle.Cabin.Infotainment.Media.Action","actuator","string","","","","","Tells if the media was","","['UNKNOWN', 'STOP', 'PLAY', 'FAST_FORWARD', 'FAST_BACKWARD', 'SKIP_FORWARD', 'SKIP_BACKWARD']","0357aea525bf505981a14e4fc720094e"
"Vehicle.Cabin.Infotainment.Media.Played","branch","","","","","","Collection of signals updated in concert when a new media is played","","","6585e9d3b6ff596da72a5f8c98d2d47a"
"Vehicle.Cabin.Infotainment.Media.Played.Source","actuator","string","","","","","Media selected for playback","","['UNKNOWN', 'SIRIUS_XM', 'AM', 'FM', 'DAB', 'TV', 'CD', 'DVD', 'AUX', 'USB', 'DISK', 'BLUETOOTH', 'INTERNET', 'VOICE', 'BEEP']","54fb88a7d7cf5e3aab63e8f52415c187"
"Vehicle.Cabin.Infotainment.Media.Played.Artist","sensor","string","","","","","Name of artist being played","","","076af7ad8aff5110ab5a64d1f58ccdcb"
"Vehicle.Cabin.Infotainment.Media.Played.Album","sensor","string","","","","","Name of album being played","","","1d80b1e2c1085def92b3548b5db2786e"
"Vehicle.Cabin.Infotainment.Media.Played.Track","sensor","string","","","","","Name of track being played","","","ee800d62a40351e6934649ca75927d69"
"Vehicle.Cabin.Infotainment.Media.Played.URI","sensor","string","","","","","User Resource associated with the media","","","1ed22b9925c3502d8d1389c8e02d0f07"
"Vehicle.Cabin.Infotainment.Media.DeclinedURI","sensor","string","","","","","URI of suggested media that was declined","","","51b0d6227db55b92bc35eedd8277f4c4"
"Vehicle.Cabin.Infotainment.Media.SelectedURI","actuator","string","","","","","URI of suggested media that was selected","","","4820f7a961c25e91af12d3417a145d32"
"Vehicle.Cabin.Infotainment.Media.Volume","actuator","uint8","","","0","100","Current Media Volume","","","8b344688816f5844ae5812bb136c8006"
"Vehicle.Cabin.Infotainment.Navigation","branch","","","","","","All navigation actions","","","79bb0cc4acae5d1eb34fb214352d7863"
